log,error_type,loc,cc,nested_depth,params,object_params,fan_in,fan_out,halstead_volume,halstead_effort,project
test_1909.log,Qualifier/Specifier Missuse,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1909.log,Incomplete Type,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1909.log,Symbol/Lookup,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1844.log,Override/Inheritance,1,1,0,0,0,0,0,38.05,190.27,poppler
test_1844.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,38.05,190.27,poppler
test_1844.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,190.27,poppler
test_1844.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,38.05,190.27,poppler
test_1844.log,Construction/Initialization,1,1,0,0,0,0,0,38.05,190.27,poppler
test_906.log,Pointer/Reference Misuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_906.log,Operator/Call,1,1,0,0,0,0,0,33.22,132.88,poppler
test_906.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_569.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1956.log,PASS,16,5,1,1,1,0,0,444.74,4803.21,poppler
test_1206.log,Access Control,1,1,0,0,0,2,0,41.51,166.05,poppler
test_1206.log,Override/Inheritance,1,1,0,0,0,2,0,41.51,166.05,poppler
test_1206.log,Construction/Initialization,1,1,0,0,0,2,0,41.51,166.05,poppler
test_1206.log,Symbol/Lookup,1,1,0,0,0,2,0,41.51,166.05,poppler
test_94.log,PASS,5,3,0,0,0,14,1,162.52,1300.13,poppler
test_2495.log,Lexical,4,1,0,0,0,0,0,48.43,258.3,poppler
test_314.log,PASS,1,1,0,0,0,0,0,51.81,233.13,poppler
test_2284.log,Lexical,10,3,1,1,1,1,0,166.8,2001.56,poppler
test_1117.log,Symbol/Lookup,1,1,0,0,0,1,0,33.22,132.88,poppler
test_2344.log,Lexical,5,1,0,1,1,0,0,183.4,1517.21,poppler
test_2312.log,Lexical,13,3,1,1,1,0,0,303.08,4531.03,poppler
test_447.log,PASS,1,1,0,0,0,0,0,38.05,133.19,poppler
test_1765.log,PASS,4,7,0,1,1,0,1,267.57,3210.79,poppler
test_2742.log,PASS,36,14,2,1,0,1,0,827.28,39006.28,poppler
test_1062.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,33.22,149.49,poppler
test_1062.log,Incomplete Type,1,1,0,0,0,0,0,33.22,149.49,poppler
test_1062.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,149.49,poppler
test_458.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2397.log,Lexical,5,1,0,1,1,0,0,108.42,986.6,poppler
test_1922.log,Syntactic,28,5,2,2,2,2,5,811.96,23682.27,poppler
test_1922.log,Override/Inheritance,28,5,2,2,2,2,5,811.96,23682.27,poppler
test_1922.log,Symbol/Lookup,28,5,2,2,2,2,5,811.96,23682.27,poppler
test_770.log,Access Control,1,1,0,0,0,0,0,55.51,249.78,poppler
test_770.log,Symbol/Lookup,1,1,0,0,0,0,0,55.51,249.78,poppler
test_2033.log,Syntactic,5,1,0,1,1,0,1,118.94,726.87,poppler
test_2033.log,Override/Inheritance,5,1,0,1,1,0,1,118.94,726.87,poppler
test_2033.log,Symbol/Lookup,5,1,0,1,1,0,1,118.94,726.87,poppler
test_940.log,Construction/Initialization,1,3,0,0,0,1,2,149.34,1344.05,poppler
test_940.log,Deleted/Special Member,1,3,0,0,0,1,2,149.34,1344.05,poppler
test_828.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_828.log,Incomplete Type,1,1,0,0,0,0,0,33.22,132.88,poppler
test_828.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1401.log,PASS,29,4,1,1,1,0,1,1578.0,55541.51,poppler
test_2759.log,Lexical,11,1,1,8,8,0,1,755.42,14957.4,poppler
test_295.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,152.21,poppler
test_685.log,Syntactic,1,1,0,0,0,3,0,46.6,209.72,poppler
test_685.log,Override/Inheritance,1,1,0,0,0,3,0,46.6,209.72,poppler
test_685.log,Symbol/Lookup,1,1,0,0,0,3,0,46.6,209.72,poppler
test_2175.log,Lexical,12,3,2,2,1,0,0,330.0,4301.0,poppler
test_795.log,PASS,1,1,0,0,0,0,2,60.92,304.59,poppler
test_760.log,Symbol/Lookup,1,1,0,0,0,0,0,28.53,85.59,poppler
test_2042.log,PASS,21,6,2,2,2,1,0,677.26,13545.25,poppler
test_1767.log,PASS,4,4,0,1,1,0,1,165.67,1708.46,poppler
test_1809.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1809.log,Override/Inheritance,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1809.log,Incomplete Type,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1838.log,Syntactic,15,4,1,3,0,0,0,353.3,10201.43,poppler
test_1838.log,Override/Inheritance,15,4,1,3,0,0,0,353.3,10201.43,poppler
test_1838.log,Symbol/Lookup,15,4,1,3,0,0,0,353.3,10201.43,poppler
test_1011.log,PASS,1,1,0,0,0,0,0,43.02,172.08,poppler
test_61.log,Qualifier/Specifier Missuse,1,1,0,1,1,1,0,62.91,256.87,poppler
test_171.log,PASS,15,5,1,2,1,0,0,356.62,7521.37,poppler
test_1321.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1321.log,Functions/Call Resolution,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1321.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1321.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1321.log,This/Non-Static Member/Using Misuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1321.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,132.88,poppler
test_977.log,This/Non-Static Member/Using Misuse,1,1,0,1,1,0,0,104.25,651.55,poppler
test_977.log,Symbol/Lookup,1,1,0,1,1,0,0,104.25,651.55,poppler
test_804.log,Syntactic,1,1,0,0,0,1,0,33.22,116.27,poppler
test_804.log,Functions/Call Resolution,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1806.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1806.log,Syntactic,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1806.log,Override/Inheritance,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1806.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1805.log,Qualifier/Specifier Missuse,1,1,0,1,1,0,0,46.6,233.02,poppler
test_1805.log,Override/Inheritance,1,1,0,1,1,0,0,46.6,233.02,poppler
test_1805.log,Type Conversion/Reference Binding,1,1,0,1,1,0,0,46.6,233.02,poppler
test_1805.log,Symbol/Lookup,1,1,0,1,1,0,0,46.6,233.02,poppler
test_1805.log,Abstract-Type Instantiation,1,1,0,1,1,0,0,46.6,233.02,poppler
test_1805.log,Incomplete Type,1,1,0,1,1,0,0,46.6,233.02,poppler
test_2311.log,Lexical,5,1,0,1,1,0,0,116.76,642.17,poppler
test_1430.log,Construction/Initialization,1,1,0,0,0,1,0,50.19,200.76,poppler
test_1430.log,Syntactic,1,1,0,0,0,1,0,50.19,200.76,poppler
test_1430.log,Override/Inheritance,1,1,0,0,0,1,0,50.19,200.76,poppler
test_1430.log,Symbol/Lookup,1,1,0,0,0,1,0,50.19,200.76,poppler
test_833.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,38.05,152.21,poppler
test_833.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,152.21,poppler
test_555.log,Deleted/Special Member,1,1,0,1,0,1,0,57.11,356.94,poppler
test_1142.log,Syntactic,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1142.log,Override/Inheritance,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1142.log,Symbol/Lookup,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1142.log,Abstract-Type Instantiation,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1142.log,Incomplete Type,1,1,0,0,0,1,0,33.22,116.27,poppler
test_1337.log,Qualifier/Specifier Missuse,1,1,0,1,0,0,0,41.51,221.4,poppler
test_1337.log,Symbol/Lookup,1,1,0,1,0,0,0,41.51,221.4,poppler
test_1600.log,Abstract-Type Instantiation,21,6,2,3,1,0,0,617.34,24413.14,poppler
test_441.log,PASS,1,1,0,0,0,0,0,79.23,514.99,poppler
test_1076.log,Abstract-Type Instantiation,1,1,0,2,1,0,0,51.81,284.93,poppler
test_2439.log,Lexical,25,4,2,8,5,0,1,1159.59,20279.69,poppler
test_1012.log,PASS,1,1,0,0,0,0,0,43.02,172.08,poppler
test_440.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_818.log,Construction/Initialization,1,1,0,0,0,0,0,59.21,266.43,poppler
test_818.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,59.21,266.43,poppler
test_818.log,Incomplete Type,1,1,0,0,0,0,0,59.21,266.43,poppler
test_818.log,Symbol/Lookup,1,1,0,0,0,0,0,59.21,266.43,poppler
test_2490.log,PASS,7,1,0,1,1,0,1,107.31,944.35,poppler
test_1017.log,PASS,1,1,0,1,1,0,0,41.51,181.62,poppler
test_2022.log,Override/Inheritance,17,4,1,4,2,0,2,1181.38,27538.88,poppler
test_2022.log,Deleted/Special Member,17,4,1,4,2,0,2,1181.38,27538.88,poppler
test_2022.log,Symbol/Lookup,17,4,1,4,2,0,2,1181.38,27538.88,poppler
test_789.log,Incomplete Type,1,1,0,0,0,0,0,55.51,249.78,poppler
test_2502.log,Symbol/Lookup,16,6,1,4,2,0,4,739.96,16649.05,poppler
test_967.log,Override/Inheritance,1,1,0,1,0,1,0,66.61,555.07,poppler
test_2393.log,Lexical,5,1,0,1,1,0,0,110.45,852.01,poppler
test_1556.log,PASS,8,2,0,1,1,0,0,120.93,950.15,poppler
test_542.log,PASS,1,1,0,0,0,1,0,33.22,132.88,poppler
test_2252.log,Lexical,9,2,1,1,1,0,0,201.74,2259.47,poppler
test_119.log,Abstract-Type Instantiation,15,4,2,2,0,3,1,400.0,8400.0,poppler
test_2368.log,Lexical,6,1,0,2,2,0,0,188.87,2644.18,poppler
test_143.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,53.77,268.87,poppler
test_248.log,PASS,1,1,0,0,0,0,2,38.05,152.21,poppler
test_1624.log,Linker,18,3,1,3,1,1,1,645.5,23754.22,poppler
test_521.log,PASS,1,1,0,0,0,3,0,55.51,277.53,poppler
test_2661.log,PASS,9,2,1,2,2,1,1,415.21,7473.75,poppler
test_2037.log,PASS,5,1,0,1,1,0,0,108.42,677.61,poppler
test_1130.log,Override/Inheritance,1,1,0,0,0,0,0,59.21,266.43,poppler
test_720.log,Type Redefinition/Redeclaration,1,1,0,0,0,1,0,33.22,116.27,poppler
test_720.log,Pointer/Reference Misuse,1,1,0,0,0,1,0,33.22,116.27,poppler
test_720.log,Operator/Call,1,1,0,0,0,1,0,33.22,116.27,poppler
test_917.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1276.log,PASS,12,3,1,2,1,0,1,369.21,5452.9,poppler
test_2046.log,PASS,4,1,0,1,1,0,0,105.42,770.85,poppler
test_1338.log,Symbol/Lookup,5,1,0,1,1,1,0,59.21,284.19,poppler
test_1852.log,Qualifier/Specifier Missuse,1,1,0,1,1,0,0,55.35,295.2,poppler
test_2506.log,Lexical,5,1,0,1,1,0,0,104.25,651.55,poppler
test_611.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2339.log,Lexical,5,1,0,1,1,0,0,183.4,1517.21,poppler
test_1453.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1453.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2302.log,Lexical,31,8,2,3,3,1,1,1234.59,34568.39,poppler
test_2665.log,Type Conversion/Reference Binding,42,5,4,4,2,1,4,1908.29,56960.8,poppler
test_2665.log,Functions/Call Resolution,42,5,4,4,2,1,4,1908.29,56960.8,poppler
test_788.log,PASS,1,1,0,0,0,1,0,38.05,171.24,poppler
test_2579.log,PASS,6,2,0,1,1,0,2,233.18,2582.95,poppler
test_1650.log,Lexical,1,3,0,0,0,0,0,129.32,1108.49,poppler
test_1742.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_737.log,Qualifier/Specifier Missuse,1,1,0,0,0,1,1,50.19,225.85,poppler
test_724.log,Lexical,1,1,0,0,0,0,0,50.19,175.66,poppler
test_1851.log,Incomplete Type,1,1,0,0,0,0,0,38.05,133.19,poppler
test_1851.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,133.19,poppler
test_2261.log,PASS,21,4,1,2,1,0,1,600.05,9846.21,poppler
test_771.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,55.51,249.78,poppler
test_771.log,Syntactic,1,1,0,0,0,0,0,55.51,249.78,poppler
test_771.log,Override/Inheritance,1,1,0,0,0,0,0,55.51,249.78,poppler
test_771.log,Symbol/Lookup,1,1,0,0,0,0,0,55.51,249.78,poppler
test_1697.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,1,50.19,225.85,poppler
test_895.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,116.27,poppler
test_895.log,Incomplete Type,1,1,0,0,0,0,0,33.22,116.27,poppler
test_2735.log,PASS,6,4,0,4,4,0,1,529.1,13983.26,poppler
test_568.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_568.log,Deleted/Special Member,1,1,0,0,0,0,0,33.22,132.88,poppler
test_568.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2185.log,Lexical,6,2,0,2,2,0,0,297.5,4062.71,poppler
test_2364.log,Lexical,10,2,1,2,1,0,0,277.33,5238.38,poppler
test_1029.log,PASS,1,1,0,0,0,1,0,33.22,132.88,poppler
test_869.log,Type Redefinition/Redeclaration,1,1,0,1,0,0,0,46.6,279.63,poppler
test_869.log,Qualifier/Specifier Missuse,1,1,0,1,0,0,0,46.6,279.63,poppler
test_869.log,Symbol/Lookup,1,1,0,1,0,0,0,46.6,279.63,poppler
test_1007.log,Incomplete Type,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1007.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,116.27,poppler
test_2170.log,Lexical,8,1,0,1,1,0,0,345.0,3422.76,poppler
test_1559.log,PASS,42,4,0,1,1,0,1,1050.0,25830.0,poppler
test_2001.log,Construction/Initialization,13,1,0,1,1,0,1,615.34,11537.65,poppler
test_2001.log,Qualifier/Specifier Missuse,13,1,0,1,1,0,1,615.34,11537.65,poppler
test_2001.log,Override/Inheritance,13,1,0,1,1,0,1,615.34,11537.65,poppler
test_2001.log,Symbol/Lookup,13,1,0,1,1,0,1,615.34,11537.65,poppler
test_2647.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1629.log,PASS,4,1,0,3,0,1,0,159.41,2590.43,poppler
test_429.log,PASS,1,1,0,0,0,0,0,38.05,152.21,poppler
test_2774.log,Lexical,12,3,1,6,6,0,0,540.54,7469.23,poppler
test_2260.log,Lexical,5,1,0,1,1,0,0,79.95,503.71,poppler
test_147.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1303.log,Access Control,7,1,0,4,0,0,0,137.61,894.45,poppler
test_1303.log,Incomplete Type,7,1,0,4,0,0,0,137.61,894.45,poppler
test_1303.log,Symbol/Lookup,7,1,0,4,0,0,0,137.61,894.45,poppler
test_593.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1464.log,Construction/Initialization,1,1,0,0,0,0,1,43.19,201.53,poppler
test_1464.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,1,43.19,201.53,poppler
test_1464.log,Override/Inheritance,1,1,0,0,0,0,1,43.19,201.53,poppler
test_2608.log,Symbol/Lookup,7,1,0,2,0,0,0,331.93,5038.24,poppler
test_2608.log,This/Non-Static Member/Using Misuse,7,1,0,2,0,0,0,331.93,5038.24,poppler
test_296.log,Syntactic,1,1,0,0,0,0,0,38.05,133.19,poppler
test_296.log,Override/Inheritance,1,1,0,0,0,0,0,38.05,133.19,poppler
test_296.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,133.19,poppler
test_2263.log,Lexical,27,9,3,1,1,0,1,1157.04,23923.5,poppler
test_2411.log,PASS,5,1,0,1,1,0,0,104.25,651.55,poppler
test_1947.log,Lexical,10,3,1,1,1,0,0,164.23,1724.45,poppler
test_2688.log,PASS,19,4,2,0,0,1,0,506.65,10449.71,poppler
test_728.log,Lexical,1,1,0,0,0,0,0,50.19,175.66,poppler
test_1309.log,Qualifier/Specifier Missuse,1,1,0,1,0,1,0,41.51,221.4,poppler
test_1309.log,Symbol/Lookup,1,1,0,1,0,1,0,41.51,221.4,poppler
test_2536.log,Lexical,8,2,1,1,1,0,0,155.59,1589.23,poppler
test_529.log,PASS,1,1,0,0,0,0,0,53.77,403.31,poppler
test_775.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_454.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1837.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1837.log,Override/Inheritance,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1837.log,Incomplete Type,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1837.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,116.27,poppler
test_2607.log,Symbol/Lookup,10,2,1,2,0,0,0,418.68,7536.32,poppler
test_2607.log,This/Non-Static Member/Using Misuse,10,2,1,2,0,0,0,418.68,7536.32,poppler
test_1707.log,Pointer/Reference Misuse,6,4,1,1,1,0,2,158.12,1413.23,poppler
test_1707.log,Operator/Call,6,4,1,1,1,0,2,158.12,1413.23,poppler
test_1707.log,Type Conversion/Reference Binding,6,4,1,1,1,0,2,158.12,1413.23,poppler
test_2130.log,PASS,5,1,0,2,1,0,0,106.27,835.01,poppler
test_573.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_573.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_120.log,Abstract-Type Instantiation,12,3,1,1,1,1,1,353.92,6444.3,poppler
test_1521.log,Construction/Initialization,40,11,4,1,1,2,2,1602.83,91425.42,poppler
test_1246.log,Construction/Initialization,1,1,0,0,0,1,0,46.6,209.72,poppler
test_1246.log,Deleted/Special Member,1,1,0,0,0,1,0,46.6,209.72,poppler
test_2032.log,PASS,6,1,0,1,1,0,1,178.38,1605.4,poppler
test_945.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,116.27,poppler
test_945.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,33.22,116.27,poppler
test_945.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1872.log,PASS,6,3,0,1,1,0,1,131.69,1176.94,poppler
test_384.log,Construction/Initialization,1,1,0,0,0,0,0,38.05,152.21,poppler
test_384.log,Functions/Call Resolution,1,1,0,0,0,0,0,38.05,152.21,poppler
test_384.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,38.05,152.21,poppler
test_384.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1908.log,Qualifier/Specifier Missuse,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1908.log,Incomplete Type,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1908.log,Symbol/Lookup,7,2,1,1,0,0,1,151.27,1545.09,poppler
test_1661.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2534.log,Lexical,9,2,0,2,2,0,2,340.0,4760.0,poppler
test_1389.log,PASS,14,1,1,1,0,0,1,606.0,9229.8,poppler
test_336.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,76.0,501.6,poppler
test_336.log,Symbol/Lookup,1,1,0,0,0,0,0,76.0,501.6,poppler
test_1352.log,Construction/Initialization,1,1,0,0,0,0,0,33.22,116.27,poppler
test_1352.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,116.27,poppler
test_2079.log,Syntactic,11,2,1,1,1,0,1,368.02,4600.21,poppler
test_2079.log,Override/Inheritance,11,2,1,1,1,0,1,368.02,4600.21,poppler
test_2079.log,Symbol/Lookup,11,2,1,1,1,0,1,368.02,4600.21,poppler
test_1075.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,103.73,770.54,poppler
test_836.log,Construction/Initialization,1,1,0,0,0,0,1,50.19,225.85,poppler
test_836.log,Symbol/Lookup,1,1,0,0,0,0,1,50.19,225.85,poppler
test_2480.log,Lexical,4,1,0,0,0,0,0,74.01,499.56,poppler
test_413.log,PASS,1,1,0,0,0,0,0,38.05,133.19,poppler
test_619.log,PASS,1,1,0,0,0,0,0,33.22,132.88,poppler
test_527.log,PASS,5,1,0,0,0,0,2,102.19,655.7,poppler
test_2653.log,PASS,57,20,3,0,0,1,1,2433.33,121922.41,poppler
test_1876.log,Syntactic,28,11,2,3,3,1,0,953.64,35947.09,poppler
test_1876.log,Symbol/Lookup,28,11,2,3,3,1,0,953.64,35947.09,poppler
test_988.log,PASS,1,1,0,0,0,0,0,66.42,298.88,poppler
test_2133.log,Lexical,5,1,0,2,1,0,0,190.4,1999.18,poppler
test_158.log,Construction/Initialization,1,3,0,0,0,1,0,129.32,1108.49,poppler
test_158.log,Override/Inheritance,1,3,0,0,0,1,0,129.32,1108.49,poppler
test_158.log,Symbol/Lookup,1,3,0,0,0,1,0,129.32,1108.49,poppler
test_2446.log,Lexical,58,6,3,3,2,0,3,2570.17,101003.01,poppler
test_480.log,Construction/Initialization,1,1,0,0,0,0,0,59.21,266.43,poppler
test_672.log,Qualifier/Specifier Missuse,1,1,0,0,0,2,1,51.89,207.57,poppler
test_672.log,Override/Inheritance,1,1,0,0,0,2,1,51.89,207.57,poppler
test_672.log,Symbol/Lookup,1,1,0,0,0,2,1,51.89,207.57,poppler
test_1461.log,Functions/Call Resolution,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Access Control,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Override/Inheritance,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Operator/Call,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Symbol/Lookup,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Incomplete Type,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1461.log,Deleted/Special Member,1,1,0,0,0,0,0,38.05,152.21,poppler
test_1363.log,Qualifier/Specifier Missuse,1,1,0,1,0,0,0,55.35,295.2,poppler
test_1363.log,Access Control,1,1,0,1,0,0,0,55.35,295.2,poppler
test_1363.log,Syntactic,1,1,0,1,0,0,0,55.35,295.2,poppler
test_1363.log,Override/Inheritance,1,1,0,1,0,0,0,55.35,295.2,poppler
test_1363.log,Symbol/Lookup,1,1,0,1,0,0,0,55.35,295.2,poppler
test_2553.log,Lexical,14,3,2,2,2,2,1,652.47,18269.17,poppler
test_913.log,Symbol/Lookup,1,2,0,1,0,0,0,118.59,1185.93,poppler
test_1862.log,Override/Inheritance,35,8,1,1,1,0,5,2143.32,70215.23,poppler
test_1862.log,Symbol/Lookup,35,8,1,1,1,0,5,2143.32,70215.23,poppler
test_2526.log,Lexical,6,1,0,1,1,0,0,168.56,1545.09,poppler
test_2689.log,PASS,149,42,5,1,1,1,2,7415.26,444013.07,poppler
test_866.log,Access Control,1,1,0,0,0,0,0,85.84,550.79,poppler
test_866.log,Incomplete Type,1,1,0,0,0,0,0,85.84,550.79,poppler
test_866.log,Functions/Call Resolution,1,1,0,0,0,0,0,85.84,550.79,poppler
test_1121.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_627.log,Qualifier/Specifier Missuse,5,1,0,4,0,1,0,300.83,4036.11,poppler
test_627.log,Symbol/Lookup,5,1,0,4,0,1,0,300.83,4036.11,poppler
test_822.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,55.51,249.78,poppler
test_822.log,Construction/Initialization,1,1,0,0,0,0,0,55.51,249.78,poppler
test_822.log,Incomplete Type,1,1,0,0,0,0,0,55.51,249.78,poppler
test_822.log,Symbol/Lookup,1,1,0,0,0,0,0,55.51,249.78,poppler
test_405.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,38.05,190.27,poppler
test_2438.log,PASS,13,2,1,1,1,0,1,420.0,7140.0,poppler
test_2686.log,PASS,10,3,1,1,1,0,0,160.54,1545.19,poppler
test_1969.log,Access Control,29,10,3,2,1,0,7,942.52,21678.05,poppler
test_1969.log,Override/Inheritance,29,10,3,2,1,0,7,942.52,21678.05,poppler
test_1969.log,Deleted/Special Member,29,10,3,2,1,0,7,942.52,21678.05,poppler
test_1969.log,Symbol/Lookup,29,10,3,2,1,0,7,942.52,21678.05,poppler
test_684.log,PASS,1,4,0,1,1,0,0,164.23,2682.48,poppler
test_506.log,Abstract-Type Instantiation,7,1,0,4,0,0,0,181.52,1442.08,poppler
test_506.log,Symbol/Lookup,7,1,0,4,0,0,0,181.52,1442.08,poppler
test_561.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,58.6,293.02,poppler
test_1207.log,Qualifier/Specifier Missuse,7,1,0,4,0,2,0,181.52,1442.08,poppler
test_1207.log,Override/Inheritance,7,1,0,4,0,2,0,181.52,1442.08,poppler
test_1207.log,Type Conversion/Reference Binding,7,1,0,4,0,2,0,181.52,1442.08,poppler
test_1207.log,Symbol/Lookup,7,1,0,4,0,2,0,181.52,1442.08,poppler
test_1207.log,Incomplete Type,7,1,0,4,0,2,0,181.52,1442.08,poppler
test_348.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,33.22,132.88,poppler
test_348.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,33.22,132.88,poppler
test_983.log,Override/Inheritance,1,1,0,0,0,0,0,66.42,298.88,poppler
test_983.log,Symbol/Lookup,1,1,0,0,0,0,0,66.42,298.88,poppler
test_372.log,Symbol/Lookup,1,1,0,0,0,0,0,41.51,186.81,poppler
test_372.log,Functions/Call Resolution,1,1,0,0,0,0,0,41.51,186.81,poppler
test_1348.log,Constexpr/Enum/Assert/Literal,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1348.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,33.22,132.88,poppler
test_1348.log,Symbol/Lookup,1,1,0,0,0,0,0,33.22,132.88,poppler
test_2682.log,PASS,16,2,1,3,1,0,2,993.06,24958.85,poppler
test_427.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,38.05,152.21,poppler
test_976.log,Qualifier/Specifier Missuse,1,1,0,1,1,0,0,104.25,651.55,poppler
test_1028.log,Qualifier/Specifier Missuse,1,1,0,0,0,1,0,59.21,266.43,poppler
test_1028.log,Functions/Call Resolution,1,1,0,0,0,1,0,59.21,266.43,poppler
test_1028.log,Type Conversion/Reference Binding,1,1,0,0,0,1,0,59.21,266.43,poppler
test_1028.log,Incomplete Type,1,1,0,0,0,1,0,59.21,266.43,poppler
test_1028.log,Construction/Initialization,1,1,0,0,0,1,0,59.21,266.43,poppler
test_2088.log,Syntactic,15,3,1,1,1,0,1,384.7,5091.57,poppler
test_2088.log,Override/Inheritance,15,3,1,1,1,0,1,384.7,5091.57,poppler
test_2088.log,Symbol/Lookup,15,3,1,1,1,0,1,384.7,5091.57,poppler
